EvidenceID,CaseID,EvidenceType,Description,CollectedBy,CollectionDate,Status,EvidenceNumber,LocationFound,StorageLocation,CollectedOfficerID,ForensicLab,ForensicReport,ChainOfCustody,Photograph,Remarks
EVD04051,KSP/DIS021/2026/04051,Digital Document,Key forensic evidence collected for Domestic Violence by Gadag Officer 1.,Gadag Officer 1,2026-08-20,Verified & Cataloged,EV-2026-4051,Gadag Cyber Crime PS Crime Scene,Central Station Locker,OFF311,FSL Gadag,FSL-REPORT-4051,Intact Chain of Custody,evidence_4051.jpg,Indexed via AI OCR
EVD04052,KSP/DIS022/2026/04052,Physical Weapon,Key forensic evidence collected for Illegal Weapons by Haveri Officer 2.,Haveri Officer 2,2026-09-21,Verified & Cataloged,EV-2026-4052,Haveri Traffic PS Crime Scene,Central Station Locker,OFF327,FSL Haveri,FSL-REPORT-4052,Intact Chain of Custody,evidence_4052.jpg,Indexed via AI OCR
EVD04053,KSP/DIS023/2026/04053,Video Footage,Key forensic evidence collected for Drug Trafficking by Vijayapura Officer 3.,Vijayapura Officer 3,2026-10-22,Verified & Cataloged,EV-2026-4053,Vijayapura Town PS Crime Scene,Central Station Locker,OFF343,FSL Vijayapura,FSL-REPORT-4053,Intact Chain of Custody,evidence_4053.jpg,Indexed via AI OCR
EVD04054,KSP/DIS024/2026/04054,Digital Document,Key forensic evidence collected for Human Trafficking by Bagalkote Officer 4.,Bagalkote Officer 4,2026-11-23,Verified & Cataloged,EV-2026-4054,Bagalkote Central PS Crime Scene,Central Station Locker,OFF359,FSL Bagalkote,FSL-REPORT-4054,Intact Chain of Custody,evidence_4054.jpg,Indexed via AI OCR
EVD04055,KSP/DIS025/2026/04055,Physical Weapon,Key forensic evidence collected for Gambling by Kalaburagi Officer 5.,Kalaburagi Officer 5,2026-12-24,Verified & Cataloged,EV-2026-4055,Kalaburagi Cyber Crime PS Crime Scene,Central Station Locker,OFF375,FSL Kalaburagi,FSL-REPORT-4055,Intact Chain of Custody,evidence_4055.jpg,Indexed via AI OCR
EVD04056,KSP/DIS026/2026/04056,Video Footage,Key forensic evidence collected for Wildlife Crime by Bidar Officer 6.,Bidar Officer 6,2026-01-25,Verified & Cataloged,EV-2026-4056,Bidar Traffic PS Crime Scene,Central Station Locker,OFF391,FSL Bidar,FSL-REPORT-4056,Intact Chain of Custody,evidence_4056.jpg,Indexed via AI OCR
EVD04057,KSP/DIS027/2026/04057,Digital Document,Key forensic evidence collected for Forest Crime by Raichur Officer 7.,Raichur Officer 7,2026-02-26,Verified & Cataloged,EV-2026-4057,Raichur Town PS Crime Scene,Central Station Locker,OFF407,FSL Raichur,FSL-REPORT-4057,Intact Chain of Custody,evidence_4057.jpg,Indexed via AI OCR
EVD04058,KSP/DIS028/2026/04058,Physical Weapon,Key forensic evidence collected for Terror Related Activity by Koppal Officer 8.,Koppal Officer 8,2026-03-27,Verified & Cataloged,EV-2026-4058,Koppal Central PS Crime Scene,Central Station Locker,OFF423,FSL Koppal,FSL-REPORT-4058,Intact Chain of Custody,evidence_4058.jpg,Indexed via AI OCR
EVD04059,KSP/DIS029/2026/04059,Video Footage,Key forensic evidence collected for Corruption by Yadgir Officer 9.,Yadgir Officer 9,2026-04-28,Verified & Cataloged,EV-2026-4059,Yadgir Cyber Crime PS Crime Scene,Central Station Locker,OFF439,FSL Yadgir,FSL-REPORT-4059,Intact Chain of Custody,evidence_4059.jpg,Indexed via AI OCR
EVD04060,KSP/DIS030/2026/04060,Digital Document,Key forensic evidence collected for Economic Offence by Ballari Officer 10.,Ballari Officer 10,2026-05-01,Verified & Cataloged,EV-2026-4060,Ballari Traffic PS Crime Scene,Central Station Locker,OFF455,FSL Ballari,FSL-REPORT-4060,Intact Chain of Custody,evidence_4060.jpg,Indexed via AI OCR
EVD04061,KSP/DIS031/2026/04061,Physical Weapon,Key forensic evidence collected for White Collar Crime by Vijayanagara (Hospete) Officer 11.,Vijayanagara (Hospete) Officer 11,2026-06-02,Verified & Cataloged,EV-2026-4061,Vijayanagara (Hospete) Town PS Crime Scene,Central Station Locker,OFF471,FSL Vijayanagara (Hospete),FSL-REPORT-4061,Intact Chain of Custody,evidence_4061.jpg,Indexed via AI OCR
EVD04062,KSP/DIS001/2026/04062,Video Footage,Key forensic evidence collected for Smuggling by Bengaluru Urban Officer 3.,Bengaluru Urban Officer 3,2026-07-03,Verified & Cataloged,EV-2026-4062,Bengaluru Urban Cyber Crime PS Crime Scene,Central Station Locker,OFF013,FSL Bengaluru Urban,FSL-REPORT-4062,Intact Chain of Custody,evidence_4062.jpg,Indexed via AI OCR
EVD04063,KSP/DIS002/2026/04063,Digital Document,Key forensic evidence collected for Extortion by Bengaluru Rural Officer 13.,Bengaluru Rural Officer 13,2026-08-04,Verified & Cataloged,EV-2026-4063,Bengaluru Rural Cyber Crime PS Crime Scene,Central Station Locker,OFF038,FSL Bengaluru Rural,FSL-REPORT-4063,Intact Chain of Custody,evidence_4063.jpg,Indexed via AI OCR
EVD04064,KSP/DIS003/2026/04064,Physical Weapon,Key forensic evidence collected for Blackmail by Ramanagara Officer 14.,Ramanagara Officer 14,2026-09-05,Verified & Cataloged,EV-2026-4064,Ramanagara Traffic PS Crime Scene,Central Station Locker,OFF054,FSL Ramanagara,FSL-REPORT-4064,Intact Chain of Custody,evidence_4064.jpg,Indexed via AI OCR
EVD04065,KSP/DIS004/2026/04065,Video Footage,Key forensic evidence collected for Counterfeit Currency by Chikkaballapura Officer 15.,Chikkaballapura Officer 15,2026-10-06,Verified & Cataloged,EV-2026-4065,Chikkaballapura Town PS Crime Scene,Central Station Locker,OFF070,FSL Chikkaballapura,FSL-REPORT-4065,Intact Chain of Custody,evidence_4065.jpg,Indexed via AI OCR
EVD04066,KSP/DIS005/2026/04066,Digital Document,Key forensic evidence collected for Fake Documents by Kolar Officer 1.,Kolar Officer 1,2026-11-07,Verified & Cataloged,EV-2026-4066,Kolar Central PS Crime Scene,Central Station Locker,OFF071,FSL Kolar,FSL-REPORT-4066,Intact Chain of Custody,evidence_4066.jpg,Indexed via AI OCR
EVD04067,KSP/DIS006/2026/04067,Physical Weapon,Key forensic evidence collected for Hit and Run by Tumakuru Officer 2.,Tumakuru Officer 2,2026-12-08,Verified & Cataloged,EV-2026-4067,Tumakuru Cyber Crime PS Crime Scene,Central Station Locker,OFF087,FSL Tumakuru,FSL-REPORT-4067,Intact Chain of Custody,evidence_4067.jpg,Indexed via AI OCR
EVD04068,KSP/DIS007/2026/04068,Video Footage,Key forensic evidence collected for Road Accident by Shivamogga Officer 3.,Shivamogga Officer 3,2026-01-09,Verified & Cataloged,EV-2026-4068,Shivamogga Traffic PS Crime Scene,Central Station Locker,OFF103,FSL Shivamogga,FSL-REPORT-4068,Intact Chain of Custody,evidence_4068.jpg,Indexed via AI OCR
EVD04069,KSP/DIS008/2026/04069,Digital Document,Key forensic evidence collected for Fire Incident by Chitradurga Officer 4.,Chitradurga Officer 4,2026-02-10,Verified & Cataloged,EV-2026-4069,Chitradurga Town PS Crime Scene,Central Station Locker,OFF119,FSL Chitradurga,FSL-REPORT-4069,Intact Chain of Custody,evidence_4069.jpg,Indexed via AI OCR
EVD04070,KSP/DIS009/2026/04070,Physical Weapon,Key forensic evidence collected for Unknown Dead Body by Davanagere Officer 5.,Davanagere Officer 5,2026-03-11,Verified & Cataloged,EV-2026-4070,Davanagere Central PS Crime Scene,Central Station Locker,OFF135,FSL Davanagere,FSL-REPORT-4070,Intact Chain of Custody,evidence_4070.jpg,Indexed via AI OCR
EVD04071,KSP/DIS010/2026/04071,Video Footage,Key forensic evidence collected for Suicide Investigation by Mysuru Officer 6.,Mysuru Officer 6,2026-04-12,Verified & Cataloged,EV-2026-4071,Mysuru Cyber Crime PS Crime Scene,Central Station Locker,OFF151,FSL Mysuru,FSL-REPORT-4071,Intact Chain of Custody,evidence_4071.jpg,Indexed via AI OCR
EVD04072,KSP/DIS011/2026/04072,Digital Document,Key forensic evidence collected for Property Disputes by Mandya Officer 7.,Mandya Officer 7,2026-05-13,Verified & Cataloged,EV-2026-4072,Mandya Traffic PS Crime Scene,Central Station Locker,OFF167,FSL Mandya,FSL-REPORT-4072,Intact Chain of Custody,evidence_4072.jpg,Indexed via AI OCR
EVD04073,KSP/DIS012/2026/04073,Physical Weapon,Key forensic evidence collected for Public Disturbance by Hassan Officer 8.,Hassan Officer 8,2026-06-14,Verified & Cataloged,EV-2026-4073,Hassan Town PS Crime Scene,Central Station Locker,OFF183,FSL Hassan,FSL-REPORT-4073,Intact Chain of Custody,evidence_4073.jpg,Indexed via AI OCR
EVD04074,KSP/DIS013/2026/04074,Video Footage,Key forensic evidence collected for Synthetic Drugs (MDMA) by Chamarajanagara Officer 9.,Chamarajanagara Officer 9,2026-07-15,Verified & Cataloged,EV-2026-4074,Chamarajanagara Central PS Crime Scene,Central Station Locker,OFF199,FSL Chamarajanagara,FSL-REPORT-4074,Intact Chain of Custody,evidence_4074.jpg,Indexed via AI OCR
EVD04075,KSP/DIS014/2026/04075,Digital Document,Key forensic evidence collected for Murder by Kodagu Officer 10.,Kodagu Officer 10,2026-08-16,Verified & Cataloged,EV-2026-4075,Kodagu Cyber Crime PS Crime Scene,Central Station Locker,OFF215,FSL Kodagu,FSL-REPORT-4075,Intact Chain of Custody,evidence_4075.jpg,Indexed via AI OCR
EVD04076,KSP/DIS015/2026/04076,Physical Weapon,Key forensic evidence collected for Attempt to Murder by Dakshina Kannada (Mangaluru) Officer 11.,Dakshina Kannada (Mangaluru) Officer 11,2026-09-17,Verified & Cataloged,EV-2026-4076,Dakshina Kannada (Mangaluru) Traffic PS Crime Scene,Central Station Locker,OFF231,FSL Dakshina Kannada (Mangaluru),FSL-REPORT-4076,Intact Chain of Custody,evidence_4076.jpg,Indexed via AI OCR
EVD04077,KSP/DIS016/2026/04077,Video Footage,Key forensic evidence collected for Assault & Grievous Hurt by Udupi Officer 12.,Udupi Officer 12,2026-10-18,Verified & Cataloged,EV-2026-4077,Udupi Town PS Crime Scene,Central Station Locker,OFF247,FSL Udupi,FSL-REPORT-4077,Intact Chain of Custody,evidence_4077.jpg,Indexed via AI OCR
EVD04078,KSP/DIS017/2026/04078,Digital Document,Key forensic evidence collected for Kidnapping by Uttara Kannada (Karwar) Officer 13.,Uttara Kannada (Karwar) Officer 13,2026-11-19,Verified & Cataloged,EV-2026-4078,Uttara Kannada (Karwar) Central PS Crime Scene,Central Station Locker,OFF263,FSL Uttara Kannada (Karwar),FSL-REPORT-4078,Intact Chain of Custody,evidence_4078.jpg,Indexed via AI OCR
EVD04079,KSP/DIS018/2026/04079,Physical Weapon,Key forensic evidence collected for Missing Person by Belagavi Officer 14.,Belagavi Officer 14,2026-12-20,Verified & Cataloged,EV-2026-4079,Belagavi Cyber Crime PS Crime Scene,Central Station Locker,OFF279,FSL Belagavi,FSL-REPORT-4079,Intact Chain of Custody,evidence_4079.jpg,Indexed via AI OCR
EVD04080,KSP/DIS019/2026/04080,Video Footage,Key forensic evidence collected for Theft by Dharwad Officer 15.,Dharwad Officer 15,2026-01-21,Verified & Cataloged,EV-2026-4080,Dharwad Traffic PS Crime Scene,Central Station Locker,OFF295,FSL Dharwad,FSL-REPORT-4080,Intact Chain of Custody,evidence_4080.jpg,Indexed via AI OCR
EVD04081,KSP/DIS020/2026/04081,Digital Document,Key forensic evidence collected for Vehicle Theft by Hubballi City Officer 1.,Hubballi City Officer 1,2026-02-22,Verified & Cataloged,EV-2026-4081,Hubballi City Town PS Crime Scene,Central Station Locker,OFF296,FSL Hubballi City,FSL-REPORT-4081,Intact Chain of Custody,evidence_4081.jpg,Indexed via AI OCR
EVD04082,KSP/DIS021/2026/04082,Physical Weapon,Key forensic evidence collected for Burglary by Gadag Officer 2.,Gadag Officer 2,2026-03-23,Verified & Cataloged,EV-2026-4082,Gadag Central PS Crime Scene,Central Station Locker,OFF312,FSL Gadag,FSL-REPORT-4082,Intact Chain of Custody,evidence_4082.jpg,Indexed via AI OCR
EVD04083,KSP/DIS022/2026/04083,Video Footage,Key forensic evidence collected for Robbery by Haveri Officer 3.,Haveri Officer 3,2026-04-24,Verified & Cataloged,EV-2026-4083,Haveri Cyber Crime PS Crime Scene,Central Station Locker,OFF328,FSL Haveri,FSL-REPORT-4083,Intact Chain of Custody,evidence_4083.jpg,Indexed via AI OCR
EVD04084,KSP/DIS023/2026/04084,Digital Document,Key forensic evidence collected for Chain Snatching by Vijayapura Officer 4.,Vijayapura Officer 4,2026-05-25,Verified & Cataloged,EV-2026-4084,Vijayapura Traffic PS Crime Scene,Central Station Locker,OFF344,FSL Vijayapura,FSL-REPORT-4084,Intact Chain of Custody,evidence_4084.jpg,Indexed via AI OCR
EVD04085,KSP/DIS024/2026/04085,Physical Weapon,Key forensic evidence collected for Cyber Crime by Bagalkote Officer 5.,Bagalkote Officer 5,2026-06-26,Verified & Cataloged,EV-2026-4085,Bagalkote Town PS Crime Scene,Central Station Locker,OFF360,FSL Bagalkote,FSL-REPORT-4085,Intact Chain of Custody,evidence_4085.jpg,Indexed via AI OCR
EVD04086,KSP/DIS025/2026/04086,Video Footage,Key forensic evidence collected for UPI Fraud by Kalaburagi Officer 6.,Kalaburagi Officer 6,2026-07-27,Verified & Cataloged,EV-2026-4086,Kalaburagi Central PS Crime Scene,Central Station Locker,OFF376,FSL Kalaburagi,FSL-REPORT-4086,Intact Chain of Custody,evidence_4086.jpg,Indexed via AI OCR
EVD04087,KSP/DIS026/2026/04087,Digital Document,Key forensic evidence collected for Online Banking Fraud by Bidar Officer 7.,Bidar Officer 7,2026-08-28,Verified & Cataloged,EV-2026-4087,Bidar Cyber Crime PS Crime Scene,Central Station Locker,OFF392,FSL Bidar,FSL-REPORT-4087,Intact Chain of Custody,evidence_4087.jpg,Indexed via AI OCR
EVD04088,KSP/DIS027/2026/04088,Physical Weapon,Key forensic evidence collected for Identity Theft by Raichur Officer 8.,Raichur Officer 8,2026-09-01,Verified & Cataloged,EV-2026-4088,Raichur Traffic PS Crime Scene,Central Station Locker,OFF408,FSL Raichur,FSL-REPORT-4088,Intact Chain of Custody,evidence_4088.jpg,Indexed via AI OCR
EVD04089,KSP/DIS028/2026/04089,Video Footage,Key forensic evidence collected for ATM Fraud by Koppal Officer 9.,Koppal Officer 9,2026-10-02,Verified & Cataloged,EV-2026-4089,Koppal Town PS Crime Scene,Central Station Locker,OFF424,FSL Koppal,FSL-REPORT-4089,Intact Chain of Custody,evidence_4089.jpg,Indexed via AI OCR
EVD04090,KSP/DIS029/2026/04090,Digital Document,Key forensic evidence collected for Rape by Yadgir Officer 10.,Yadgir Officer 10,2026-11-03,Verified & Cataloged,EV-2026-4090,Yadgir Central PS Crime Scene,Central Station Locker,OFF440,FSL Yadgir,FSL-REPORT-4090,Intact Chain of Custody,evidence_4090.jpg,Indexed via AI OCR
EVD04091,KSP/DIS030/2026/04091,Physical Weapon,Key forensic evidence collected for Sexual Assault by Ballari Officer 11.,Ballari Officer 11,2026-12-04,Verified & Cataloged,EV-2026-4091,Ballari Cyber Crime PS Crime Scene,Central Station Locker,OFF456,FSL Ballari,FSL-REPORT-4091,Intact Chain of Custody,evidence_4091.jpg,Indexed via AI OCR
EVD04092,KSP/DIS031/2026/04092,Video Footage,Key forensic evidence collected for POCSO by Vijayanagara (Hospete) Officer 12.,Vijayanagara (Hospete) Officer 12,2026-01-05,Verified & Cataloged,EV-2026-4092,Vijayanagara (Hospete) Traffic PS Crime Scene,Central Station Locker,OFF472,FSL Vijayanagara (Hospete),FSL-REPORT-4092,Intact Chain of Custody,evidence_4092.jpg,Indexed via AI OCR
EVD04093,KSP/DIS001/2026/04093,Digital Document,Key forensic evidence collected for Domestic Violence by Bengaluru Urban Officer 13.,Bengaluru Urban Officer 13,2026-02-06,Verified & Cataloged,EV-2026-4093,Indiranagar Police Station Crime Scene,Central Station Locker,OFF023,FSL Bengaluru Urban,FSL-REPORT-4093,Intact Chain of Custody,evidence_4093.jpg,Indexed via AI OCR
EVD04094,KSP/DIS002/2026/04094,Physical Weapon,Key forensic evidence collected for Illegal Weapons by Bengaluru Rural Officer 14.,Bengaluru Rural Officer 14,2026-03-07,Verified & Cataloged,EV-2026-4094,Bengaluru Rural Central PS Crime Scene,Central Station Locker,OFF039,FSL Bengaluru Rural,FSL-REPORT-4094,Intact Chain of Custody,evidence_4094.jpg,Indexed via AI OCR
EVD04095,KSP/DIS003/2026/04095,Video Footage,Key forensic evidence collected for Drug Trafficking by Ramanagara Officer 15.,Ramanagara Officer 15,2026-04-08,Verified & Cataloged,EV-2026-4095,Ramanagara Cyber Crime PS Crime Scene,Central Station Locker,OFF055,FSL Ramanagara,FSL-REPORT-4095,Intact Chain of Custody,evidence_4095.jpg,Indexed via AI OCR
EVD04096,KSP/DIS004/2026/04096,Digital Document,Key forensic evidence collected for Human Trafficking by Chikkaballapura Officer 1.,Chikkaballapura Officer 1,2026-05-09,Verified & Cataloged,EV-2026-4096,Chikkaballapura Traffic PS Crime Scene,Central Station Locker,OFF056,FSL Chikkaballapura,FSL-REPORT-4096,Intact Chain of Custody,evidence_4096.jpg,Indexed via AI OCR
EVD04097,KSP/DIS005/2026/04097,Physical Weapon,Key forensic evidence collected for Gambling by Kolar Officer 2.,Kolar Officer 2,2026-06-10,Verified & Cataloged,EV-2026-4097,Kolar Town PS Crime Scene,Central Station Locker,OFF072,FSL Kolar,FSL-REPORT-4097,Intact Chain of Custody,evidence_4097.jpg,Indexed via AI OCR
EVD04098,KSP/DIS006/2026/04098,Video Footage,Key forensic evidence collected for Wildlife Crime by Tumakuru Officer 3.,Tumakuru Officer 3,2026-07-11,Verified & Cataloged,EV-2026-4098,Tumakuru Central PS Crime Scene,Central Station Locker,OFF088,FSL Tumakuru,FSL-REPORT-4098,Intact Chain of Custody,evidence_4098.jpg,Indexed via AI OCR
EVD04099,KSP/DIS007/2026/04099,Digital Document,Key forensic evidence collected for Forest Crime by Shivamogga Officer 4.,Shivamogga Officer 4,2026-08-12,Verified & Cataloged,EV-2026-4099,Shivamogga Cyber Crime PS Crime Scene,Central Station Locker,OFF104,FSL Shivamogga,FSL-REPORT-4099,Intact Chain of Custody,evidence_4099.jpg,Indexed via AI OCR
EVD04100,KSP/DIS008/2026/04100,Physical Weapon,Key forensic evidence collected for Terror Related Activity by Chitradurga Officer 5.,Chitradurga Officer 5,2026-09-13,Verified & Cataloged,EV-2026-4100,Chitradurga Traffic PS Crime Scene,Central Station Locker,OFF120,FSL Chitradurga,FSL-REPORT-4100,Intact Chain of Custody,evidence_4100.jpg,Indexed via AI OCR
EVD04101,KSP/DIS009/2026/04101,Video Footage,Key forensic evidence collected for Corruption by Davanagere Officer 6.,Davanagere Officer 6,2026-10-14,Verified & Cataloged,EV-2026-4101,Davanagere Town PS Crime Scene,Central Station Locker,OFF136,FSL Davanagere,FSL-REPORT-4101,Intact Chain of Custody,evidence_4101.jpg,Indexed via AI OCR
EVD04102,KSP/DIS010/2026/04102,Digital Document,Key forensic evidence collected for Economic Offence by Mysuru Officer 7.,Mysuru Officer 7,2026-11-15,Verified & Cataloged,EV-2026-4102,Mysuru Central PS Crime Scene,Central Station Locker,OFF152,FSL Mysuru,FSL-REPORT-4102,Intact Chain of Custody,evidence_4102.jpg,Indexed via AI OCR
EVD04103,KSP/DIS011/2026/04103,Physical Weapon,Key forensic evidence collected for White Collar Crime by Mandya Officer 8.,Mandya Officer 8,2026-12-16,Verified & Cataloged,EV-2026-4103,Mandya Cyber Crime PS Crime Scene,Central Station Locker,OFF168,FSL Mandya,FSL-REPORT-4103,Intact Chain of Custody,evidence_4103.jpg,Indexed via AI OCR
EVD04104,KSP/DIS012/2026/04104,Video Footage,Key forensic evidence collected for Smuggling by Hassan Officer 9.,Hassan Officer 9,2026-01-17,Verified & Cataloged,EV-2026-4104,Hassan Traffic PS Crime Scene,Central Station Locker,OFF184,FSL Hassan,FSL-REPORT-4104,Intact Chain of Custody,evidence_4104.jpg,Indexed via AI OCR
EVD04105,KSP/DIS013/2026/04105,Digital Document,Key forensic evidence collected for Extortion by Chamarajanagara Officer 10.,Chamarajanagara Officer 10,2026-02-18,Verified & Cataloged,EV-2026-4105,Chamarajanagara Town PS Crime Scene,Central Station Locker,OFF200,FSL Chamarajanagara,FSL-REPORT-4105,Intact Chain of Custody,evidence_4105.jpg,Indexed via AI OCR
EVD04106,KSP/DIS014/2026/04106,Physical Weapon,Key forensic evidence collected for Blackmail by Kodagu Officer 11.,Kodagu Officer 11,2026-03-19,Verified & Cataloged,EV-2026-4106,Kodagu Central PS Crime Scene,Central Station Locker,OFF216,FSL Kodagu,FSL-REPORT-4106,Intact Chain of Custody,evidence_4106.jpg,Indexed via AI OCR
EVD04107,KSP/DIS015/2026/04107,Video Footage,Key forensic evidence collected for Counterfeit Currency by Dakshina Kannada (Mangaluru) Officer 12.,Dakshina Kannada (Mangaluru) Officer 12,2026-04-20,Verified & Cataloged,EV-2026-4107,Dakshina Kannada (Mangaluru) Cyber Crime PS Crime Scene,Central Station Locker,OFF232,FSL Dakshina Kannada (Mangaluru),FSL-REPORT-4107,Intact Chain of Custody,evidence_4107.jpg,Indexed via AI OCR
EVD04108,KSP/DIS016/2026/04108,Digital Document,Key forensic evidence collected for Fake Documents by Udupi Officer 13.,Udupi Officer 13,2026-05-21,Verified & Cataloged,EV-2026-4108,Udupi Traffic PS Crime Scene,Central Station Locker,OFF248,FSL Udupi,FSL-REPORT-4108,Intact Chain of Custody,evidence_4108.jpg,Indexed via AI OCR
EVD04109,KSP/DIS017/2026/04109,Physical Weapon,Key forensic evidence collected for Hit and Run by Uttara Kannada (Karwar) Officer 14.,Uttara Kannada (Karwar) Officer 14,2026-06-22,Verified & Cataloged,EV-2026-4109,Uttara Kannada (Karwar) Town PS Crime Scene,Central Station Locker,OFF264,FSL Uttara Kannada (Karwar),FSL-REPORT-4109,Intact Chain of Custody,evidence_4109.jpg,Indexed via AI OCR
EVD04110,KSP/DIS018/2026/04110,Video Footage,Key forensic evidence collected for Road Accident by Belagavi Officer 15.,Belagavi Officer 15,2026-07-23,Verified & Cataloged,EV-2026-4110,Belagavi Central PS Crime Scene,Central Station Locker,OFF280,FSL Belagavi,FSL-REPORT-4110,Intact Chain of Custody,evidence_4110.jpg,Indexed via AI OCR
EVD04111,KSP/DIS019/2026/04111,Digital Document,Key forensic evidence collected for Fire Incident by Dharwad Officer 1.,Dharwad Officer 1,2026-08-24,Verified & Cataloged,EV-2026-4111,Dharwad Cyber Crime PS Crime Scene,Central Station Locker,OFF281,FSL Dharwad,FSL-REPORT-4111,Intact Chain of Custody,evidence_4111.jpg,Indexed via AI OCR
EVD04112,KSP/DIS020/2026/04112,Physical Weapon,Key forensic evidence collected for Unknown Dead Body by Hubballi City Officer 2.,Hubballi City Officer 2,2026-09-25,Verified & Cataloged,EV-2026-4112,Hubballi City Traffic PS Crime Scene,Central Station Locker,OFF297,FSL Hubballi City,FSL-REPORT-4112,Intact Chain of Custody,evidence_4112.jpg,Indexed via AI OCR
EVD04113,KSP/DIS021/2026/04113,Video Footage,Key forensic evidence collected for Suicide Investigation by Gadag Officer 3.,Gadag Officer 3,2026-10-26,Verified & Cataloged,EV-2026-4113,Gadag Town PS Crime Scene,Central Station Locker,OFF313,FSL Gadag,FSL-REPORT-4113,Intact Chain of Custody,evidence_4113.jpg,Indexed via AI OCR
EVD04114,KSP/DIS022/2026/04114,Digital Document,Key forensic evidence collected for Property Disputes by Haveri Officer 4.,Haveri Officer 4,2026-11-27,Verified & Cataloged,EV-2026-4114,Haveri Central PS Crime Scene,Central Station Locker,OFF329,FSL Haveri,FSL-REPORT-4114,Intact Chain of Custody,evidence_4114.jpg,Indexed via AI OCR
EVD04115,KSP/DIS023/2026/04115,Physical Weapon,Key forensic evidence collected for Public Disturbance by Vijayapura Officer 5.,Vijayapura Officer 5,2026-12-28,Verified & Cataloged,EV-2026-4115,Vijayapura Cyber Crime PS Crime Scene,Central Station Locker,OFF345,FSL Vijayapura,FSL-REPORT-4115,Intact Chain of Custody,evidence_4115.jpg,Indexed via AI OCR
EVD04116,KSP/DIS024/2026/04116,Video Footage,Key forensic evidence collected for Synthetic Drugs (MDMA) by Bagalkote Officer 6.,Bagalkote Officer 6,2026-01-01,Verified & Cataloged,EV-2026-4116,Bagalkote Traffic PS Crime Scene,Central Station Locker,OFF361,FSL Bagalkote,FSL-REPORT-4116,Intact Chain of Custody,evidence_4116.jpg,Indexed via AI OCR
EVD04117,KSP/DIS025/2026/04117,Digital Document,Key forensic evidence collected for Murder by Kalaburagi Officer 7.,Kalaburagi Officer 7,2026-02-02,Verified & Cataloged,EV-2026-4117,Kalaburagi Town PS Crime Scene,Central Station Locker,OFF377,FSL Kalaburagi,FSL-REPORT-4117,Intact Chain of Custody,evidence_4117.jpg,Indexed via AI OCR
EVD04118,KSP/DIS026/2026/04118,Physical Weapon,Key forensic evidence collected for Attempt to Murder by Bidar Officer 8.,Bidar Officer 8,2026-03-03,Verified & Cataloged,EV-2026-4118,Bidar Central PS Crime Scene,Central Station Locker,OFF393,FSL Bidar,FSL-REPORT-4118,Intact Chain of Custody,evidence_4118.jpg,Indexed via AI OCR
EVD04119,KSP/DIS027/2026/04119,Video Footage,Key forensic evidence collected for Assault & Grievous Hurt by Raichur Officer 9.,Raichur Officer 9,2026-04-04,Verified & Cataloged,EV-2026-4119,Raichur Cyber Crime PS Crime Scene,Central Station Locker,OFF409,FSL Raichur,FSL-REPORT-4119,Intact Chain of Custody,evidence_4119.jpg,Indexed via AI OCR
EVD04120,KSP/DIS028/2026/04120,Digital Document,Key forensic evidence collected for Kidnapping by Koppal Officer 10.,Koppal Officer 10,2026-05-05,Verified & Cataloged,EV-2026-4120,Koppal Traffic PS Crime Scene,Central Station Locker,OFF425,FSL Koppal,FSL-REPORT-4120,Intact Chain of Custody,evidence_4120.jpg,Indexed via AI OCR
EVD04121,KSP/DIS029/2026/04121,Physical Weapon,Key forensic evidence collected for Missing Person by Yadgir Officer 11.,Yadgir Officer 11,2026-06-06,Verified & Cataloged,EV-2026-4121,Yadgir Town PS Crime Scene,Central Station Locker,OFF441,FSL Yadgir,FSL-REPORT-4121,Intact Chain of Custody,evidence_4121.jpg,Indexed via AI OCR
EVD04122,KSP/DIS030/2026/04122,Video Footage,Key forensic evidence collected for Theft by Ballari Officer 12.,Ballari Officer 12,2026-07-07,Verified & Cataloged,EV-2026-4122,Ballari Central PS Crime Scene,Central Station Locker,OFF457,FSL Ballari,FSL-REPORT-4122,Intact Chain of Custody,evidence_4122.jpg,Indexed via AI OCR
EVD04123,KSP/DIS031/2026/04123,Digital Document,Key forensic evidence collected for Vehicle Theft by Vijayanagara (Hospete) Officer 13.,Vijayanagara (Hospete) Officer 13,2026-08-08,Verified & Cataloged,EV-2026-4123,Vijayanagara (Hospete) Cyber Crime PS Crime Scene,Central Station Locker,OFF473,FSL Vijayanagara (Hospete),FSL-REPORT-4123,Intact Chain of Custody,evidence_4123.jpg,Indexed via AI OCR
EVD04124,KSP/DIS001/2026/04124,Physical Weapon,Key forensic evidence collected for Burglary by Bengaluru Urban Officer 2.,Bengaluru Urban Officer 2,2026-09-09,Verified & Cataloged,EV-2026-4124,Bengaluru Urban Central PS Crime Scene,Central Station Locker,OFF012,FSL Bengaluru Urban,FSL-REPORT-4124,Intact Chain of Custody,evidence_4124.jpg,Indexed via AI OCR
EVD04125,KSP/DIS002/2026/04125,Video Footage,Key forensic evidence collected for Robbery by Bengaluru Rural Officer 15.,Bengaluru Rural Officer 15,2026-10-10,Verified & Cataloged,EV-2026-4125,Bengaluru Rural Town PS Crime Scene,Central Station Locker,OFF040,FSL Bengaluru Rural,FSL-REPORT-4125,Intact Chain of Custody,evidence_4125.jpg,Indexed via AI OCR
