AIAnalysisID,CaseID,CrimePattern,SuspectPrediction,RiskScore,MOType,HotspotLocation,AnalysisDate,Recommendation
AI03760,KSP/DIS009/2026/03760,Organized Crime & Extortion Pattern Cluster #1,High match with repeat offender Manjunath Gowda,55,Human Trafficking,Davanagere Sector 1,2026-05-09,Deploy Hoysala patrol unit to Davanagere Traffic PS and monitor CCTV feeds.
AI03761,KSP/DIS010/2026/03761,Public Disturbance & Miscellaneous Pattern Cluster #2,No prior criminal record detected,56,Gambling,Mysuru Sector 2,2026-06-10,Deploy Hoysala patrol unit to Mysuru Town PS and monitor CCTV feeds.
AI03762,KSP/DIS011/2026/03762,Environmental & Forest Crime Pattern Cluster #3,No prior criminal record detected,57,Wildlife Crime,Mandya Sector 3,2026-07-11,Deploy Hoysala patrol unit to Mandya Central PS and monitor CCTV feeds.
AI03763,KSP/DIS012/2026/03763,Environmental & Forest Crime Pattern Cluster #4,No prior criminal record detected,58,Forest Crime,Hassan Sector 4,2026-08-12,Deploy Hoysala patrol unit to Hassan Cyber Crime PS and monitor CCTV feeds.
AI03764,KSP/DIS013/2026/03764,Terror & National Security Pattern Cluster #5,High match with repeat offender Praveen Sharma,59,Terror Related Activity,Chamarajanagara Sector 5,2026-09-13,Deploy Hoysala patrol unit to Chamarajanagara Traffic PS and monitor CCTV feeds.
AI03765,KSP/DIS014/2026/03765,Economic & White Collar Offence Pattern Cluster #6,No prior criminal record detected,60,Corruption,Kodagu Sector 6,2026-10-14,Deploy Hoysala patrol unit to Kodagu Town PS and monitor CCTV feeds.
AI03766,KSP/DIS015/2026/03766,Economic & White Collar Offence Pattern Cluster #7,No prior criminal record detected,61,Economic Offence,Dakshina Kannada (Mangaluru) Sector 7,2026-11-15,Deploy Hoysala patrol unit to Dakshina Kannada (Mangaluru) Central PS and monitor CCTV feeds.
AI03767,KSP/DIS016/2026/03767,Economic & White Collar Offence Pattern Cluster #8,No prior criminal record detected,62,White Collar Crime,Udupi Sector 8,2026-12-16,Deploy Hoysala patrol unit to Udupi Cyber Crime PS and monitor CCTV feeds.
AI03768,KSP/DIS017/2026/03768,Organized Crime & Extortion Pattern Cluster #9,High match with repeat offender Vikas Khan,63,Smuggling,Uttara Kannada (Karwar) Sector 1,2026-01-17,Deploy Hoysala patrol unit to Uttara Kannada (Karwar) Traffic PS and monitor CCTV feeds.
AI03769,KSP/DIS018/2026/03769,Organized Crime & Extortion Pattern Cluster #10,No prior criminal record detected,64,Extortion,Belagavi Sector 2,2026-02-18,Deploy Hoysala patrol unit to Belagavi Town PS and monitor CCTV feeds.
AI03770,KSP/DIS019/2026/03770,Organized Crime & Extortion Pattern Cluster #11,No prior criminal record detected,65,Blackmail,Dharwad Sector 3,2026-03-19,Deploy Hoysala patrol unit to Dharwad Central PS and monitor CCTV feeds.
AI03771,KSP/DIS020/2026/03771,Economic & White Collar Offence Pattern Cluster #12,No prior criminal record detected,66,Counterfeit Currency,Hubballi City Sector 4,2026-04-20,Deploy Hoysala patrol unit to Hubballi City Cyber Crime PS and monitor CCTV feeds.
AI03772,KSP/DIS021/2026/03772,Economic & White Collar Offence Pattern Cluster #13,High match with repeat offender Rohan Shetty,67,Fake Documents,Gadag Sector 5,2026-05-21,Deploy Hoysala patrol unit to Gadag Traffic PS and monitor CCTV feeds.
AI03773,KSP/DIS022/2026/03773,Traffic & Road Incident Pattern Cluster #14,No prior criminal record detected,68,Hit and Run,Haveri Sector 6,2026-06-22,Deploy Hoysala patrol unit to Haveri Town PS and monitor CCTV feeds.
AI03774,KSP/DIS023/2026/03774,Traffic & Road Incident Pattern Cluster #15,No prior criminal record detected,69,Road Accident,Vijayapura Sector 7,2026-07-23,Deploy Hoysala patrol unit to Vijayapura Central PS and monitor CCTV feeds.
AI03775,KSP/DIS024/2026/03775,Public Disturbance & Miscellaneous Pattern Cluster #16,No prior criminal record detected,70,Fire Incident,Bagalkote Sector 8,2026-08-24,Deploy Hoysala patrol unit to Bagalkote Cyber Crime PS and monitor CCTV feeds.
AI03776,KSP/DIS025/2026/03776,Public Disturbance & Miscellaneous Pattern Cluster #17,High match with repeat offender Santosh Naik,71,Unknown Dead Body,Kalaburagi Sector 1,2026-09-25,Deploy Hoysala patrol unit to Kalaburagi Traffic PS and monitor CCTV feeds.
AI03777,KSP/DIS026/2026/03777,Public Disturbance & Miscellaneous Pattern Cluster #18,No prior criminal record detected,72,Suicide Investigation,Bidar Sector 2,2026-10-26,Deploy Hoysala patrol unit to Bidar Town PS and monitor CCTV feeds.
AI03778,KSP/DIS027/2026/03778,Public Disturbance & Miscellaneous Pattern Cluster #19,No prior criminal record detected,73,Property Disputes,Raichur Sector 3,2026-11-27,Deploy Hoysala patrol unit to Raichur Central PS and monitor CCTV feeds.
AI03779,KSP/DIS028/2026/03779,Public Disturbance & Miscellaneous Pattern Cluster #20,No prior criminal record detected,74,Public Disturbance,Koppal Sector 4,2026-12-28,Deploy Hoysala patrol unit to Koppal Cyber Crime PS and monitor CCTV feeds.
AI03780,KSP/DIS029/2026/03780,Narcotics & Contraband Pattern Cluster #1,High match with repeat offender Manjunath Kumar,75,Synthetic Drugs (MDMA),Yadgir Sector 5,2026-01-01,Deploy Hoysala patrol unit to Yadgir Traffic PS and monitor CCTV feeds.
AI03781,KSP/DIS030/2026/03781,Violent Crime Pattern Cluster #2,No prior criminal record detected,76,Murder,Ballari Sector 6,2026-02-02,Deploy Hoysala patrol unit to Ballari Town PS and monitor CCTV feeds.
AI03782,KSP/DIS031/2026/03782,Violent Crime Pattern Cluster #3,No prior criminal record detected,77,Attempt to Murder,Vijayanagara (Hospete) Sector 7,2026-03-03,Deploy Hoysala patrol unit to Vijayanagara (Hospete) Central PS and monitor CCTV feeds.
AI03783,KSP/DIS001/2026/03783,Violent Crime Pattern Cluster #4,No prior criminal record detected,78,Assault & Grievous Hurt,Bengaluru Urban Sector 8,2026-04-04,Deploy Hoysala patrol unit to Bengaluru Urban Cyber Crime PS and monitor CCTV feeds.
AI03784,KSP/DIS002/2026/03784,Violent Crime Pattern Cluster #5,High match with repeat offender Praveen Verma,79,Kidnapping,Bengaluru Rural Sector 1,2026-05-05,Deploy Hoysala patrol unit to Bengaluru Rural Traffic PS and monitor CCTV feeds.
AI03785,KSP/DIS003/2026/03785,Violent Crime Pattern Cluster #6,No prior criminal record detected,80,Missing Person,Ramanagara Sector 2,2026-06-06,Deploy Hoysala patrol unit to Ramanagara Town PS and monitor CCTV feeds.
AI03786,KSP/DIS004/2026/03786,Property Crime Pattern Cluster #7,No prior criminal record detected,81,Theft,Chikkaballapura Sector 3,2026-07-07,Deploy Hoysala patrol unit to Chikkaballapura Central PS and monitor CCTV feeds.
AI03787,KSP/DIS005/2026/03787,Vehicle Theft Pattern Cluster #8,No prior criminal record detected,82,Vehicle Theft,Kolar Sector 4,2026-08-08,Deploy Hoysala patrol unit to Kolar Cyber Crime PS and monitor CCTV feeds.
AI03788,KSP/DIS006/2026/03788,Property Crime Pattern Cluster #9,High match with repeat offender Vikas Kulkarni,83,Burglary,Tumakuru Sector 5,2026-09-09,Deploy Hoysala patrol unit to Tumakuru Traffic PS and monitor CCTV feeds.
AI03789,KSP/DIS007/2026/03789,Property Crime Pattern Cluster #10,No prior criminal record detected,84,Robbery,Shivamogga Sector 6,2026-10-10,Deploy Hoysala patrol unit to Shivamogga Town PS and monitor CCTV feeds.
AI03790,KSP/DIS008/2026/03790,Property Crime Pattern Cluster #11,No prior criminal record detected,85,Chain Snatching,Chitradurga Sector 7,2026-11-11,Deploy Hoysala patrol unit to Chitradurga Central PS and monitor CCTV feeds.
AI03791,KSP/DIS009/2026/03791,Cyber Crime & Online Fraud Pattern Cluster #12,No prior criminal record detected,86,Cyber Crime,Davanagere Sector 8,2026-12-12,Deploy Hoysala patrol unit to Davanagere Cyber Crime PS and monitor CCTV feeds.
AI03792,KSP/DIS010/2026/03792,Cyber Crime & Online Fraud Pattern Cluster #13,High match with repeat offender Rohan Deshmukh,87,UPI Fraud,Mysuru Sector 1,2026-01-13,Deploy Hoysala patrol unit to Mysuru Traffic PS and monitor CCTV feeds.
AI03793,KSP/DIS011/2026/03793,Cyber Crime & Online Fraud Pattern Cluster #14,No prior criminal record detected,88,Online Banking Fraud,Mandya Sector 2,2026-02-14,Deploy Hoysala patrol unit to Mandya Town PS and monitor CCTV feeds.
AI03794,KSP/DIS012/2026/03794,Cyber Crime & Online Fraud Pattern Cluster #15,No prior criminal record detected,89,Identity Theft,Hassan Sector 3,2026-03-15,Deploy Hoysala patrol unit to Hassan Central PS and monitor CCTV feeds.
AI03795,KSP/DIS013/2026/03795,Cyber Crime & Online Fraud Pattern Cluster #16,No prior criminal record detected,90,ATM Fraud,Chamarajanagara Sector 4,2026-04-16,Deploy Hoysala patrol unit to Chamarajanagara Cyber Crime PS and monitor CCTV feeds.
AI03796,KSP/DIS014/2026/03796,Crime Against Women & Children Pattern Cluster #17,High match with repeat offender Santosh Gowda,91,Rape,Kodagu Sector 5,2026-05-17,Deploy Hoysala patrol unit to Kodagu Traffic PS and monitor CCTV feeds.
AI03797,KSP/DIS015/2026/03797,Crime Against Women & Children Pattern Cluster #18,No prior criminal record detected,92,Sexual Assault,Dakshina Kannada (Mangaluru) Sector 6,2026-06-18,Deploy Hoysala patrol unit to Dakshina Kannada (Mangaluru) Town PS and monitor CCTV feeds.
AI03798,KSP/DIS016/2026/03798,Crime Against Women & Children Pattern Cluster #19,No prior criminal record detected,93,POCSO,Udupi Sector 7,2026-07-19,Deploy Hoysala patrol unit to Udupi Central PS and monitor CCTV feeds.
AI03799,KSP/DIS017/2026/03799,Crime Against Women & Children Pattern Cluster #20,No prior criminal record detected,94,Domestic Violence,Uttara Kannada (Karwar) Sector 8,2026-08-20,Deploy Hoysala patrol unit to Uttara Kannada (Karwar) Cyber Crime PS and monitor CCTV feeds.
AI03800,KSP/DIS018/2026/03800,Organized Crime & Extortion Pattern Cluster #1,High match with repeat offender Manjunath Sharma,45,Illegal Weapons,Belagavi Sector 1,2026-09-21,Deploy Hoysala patrol unit to Belagavi Traffic PS and monitor CCTV feeds.
AI03801,KSP/DIS019/2026/03801,Narcotics & Contraband Pattern Cluster #2,No prior criminal record detected,46,Drug Trafficking,Dharwad Sector 2,2026-10-22,Deploy Hoysala patrol unit to Dharwad Town PS and monitor CCTV feeds.
AI03802,KSP/DIS020/2026/03802,Organized Crime & Extortion Pattern Cluster #3,No prior criminal record detected,47,Human Trafficking,Hubballi City Sector 3,2026-11-23,Deploy Hoysala patrol unit to Hubballi City Central PS and monitor CCTV feeds.
AI03803,KSP/DIS021/2026/03803,Public Disturbance & Miscellaneous Pattern Cluster #4,No prior criminal record detected,48,Gambling,Gadag Sector 4,2026-12-24,Deploy Hoysala patrol unit to Gadag Cyber Crime PS and monitor CCTV feeds.
AI03804,KSP/DIS022/2026/03804,Environmental & Forest Crime Pattern Cluster #5,High match with repeat offender Praveen Khan,49,Wildlife Crime,Haveri Sector 5,2026-01-25,Deploy Hoysala patrol unit to Haveri Traffic PS and monitor CCTV feeds.
AI03805,KSP/DIS023/2026/03805,Environmental & Forest Crime Pattern Cluster #6,No prior criminal record detected,50,Forest Crime,Vijayapura Sector 6,2026-02-26,Deploy Hoysala patrol unit to Vijayapura Town PS and monitor CCTV feeds.
AI03806,KSP/DIS024/2026/03806,Terror & National Security Pattern Cluster #7,No prior criminal record detected,51,Terror Related Activity,Bagalkote Sector 7,2026-03-27,Deploy Hoysala patrol unit to Bagalkote Central PS and monitor CCTV feeds.
AI03807,KSP/DIS025/2026/03807,Economic & White Collar Offence Pattern Cluster #8,No prior criminal record detected,52,Corruption,Kalaburagi Sector 8,2026-04-28,Deploy Hoysala patrol unit to Kalaburagi Cyber Crime PS and monitor CCTV feeds.
AI03808,KSP/DIS026/2026/03808,Economic & White Collar Offence Pattern Cluster #9,High match with repeat offender Vikas Shetty,53,Economic Offence,Bidar Sector 1,2026-05-01,Deploy Hoysala patrol unit to Bidar Traffic PS and monitor CCTV feeds.
AI03809,KSP/DIS027/2026/03809,Economic & White Collar Offence Pattern Cluster #10,No prior criminal record detected,54,White Collar Crime,Raichur Sector 2,2026-06-02,Deploy Hoysala patrol unit to Raichur Town PS and monitor CCTV feeds.
AI03810,KSP/DIS028/2026/03810,Organized Crime & Extortion Pattern Cluster #11,No prior criminal record detected,55,Smuggling,Koppal Sector 3,2026-07-03,Deploy Hoysala patrol unit to Koppal Central PS and monitor CCTV feeds.
AI03811,KSP/DIS029/2026/03811,Organized Crime & Extortion Pattern Cluster #12,No prior criminal record detected,56,Extortion,Yadgir Sector 4,2026-08-04,Deploy Hoysala patrol unit to Yadgir Cyber Crime PS and monitor CCTV feeds.
AI03812,KSP/DIS030/2026/03812,Organized Crime & Extortion Pattern Cluster #13,High match with repeat offender Rohan Naik,57,Blackmail,Ballari Sector 5,2026-09-05,Deploy Hoysala patrol unit to Ballari Traffic PS and monitor CCTV feeds.
AI03813,KSP/DIS031/2026/03813,Economic & White Collar Offence Pattern Cluster #14,No prior criminal record detected,58,Counterfeit Currency,Vijayanagara (Hospete) Sector 6,2026-10-06,Deploy Hoysala patrol unit to Vijayanagara (Hospete) Town PS and monitor CCTV feeds.
AI03814,KSP/DIS001/2026/03814,Economic & White Collar Offence Pattern Cluster #15,No prior criminal record detected,59,Fake Documents,Bengaluru Urban Sector 7,2026-11-07,Deploy Hoysala patrol unit to Indiranagar Police Station and monitor CCTV feeds.
AI03815,KSP/DIS002/2026/03815,Traffic & Road Incident Pattern Cluster #16,No prior criminal record detected,60,Hit and Run,Bengaluru Rural Sector 8,2026-12-08,Deploy Hoysala patrol unit to Bengaluru Rural Cyber Crime PS and monitor CCTV feeds.
AI03816,KSP/DIS003/2026/03816,Traffic & Road Incident Pattern Cluster #17,High match with repeat offender Santosh Kumar,61,Road Accident,Ramanagara Sector 1,2026-01-09,Deploy Hoysala patrol unit to Ramanagara Traffic PS and monitor CCTV feeds.
AI03817,KSP/DIS004/2026/03817,Public Disturbance & Miscellaneous Pattern Cluster #18,No prior criminal record detected,62,Fire Incident,Chikkaballapura Sector 2,2026-02-10,Deploy Hoysala patrol unit to Chikkaballapura Town PS and monitor CCTV feeds.
AI03818,KSP/DIS005/2026/03818,Public Disturbance & Miscellaneous Pattern Cluster #19,No prior criminal record detected,63,Unknown Dead Body,Kolar Sector 3,2026-03-11,Deploy Hoysala patrol unit to Kolar Central PS and monitor CCTV feeds.
AI03819,KSP/DIS006/2026/03819,Public Disturbance & Miscellaneous Pattern Cluster #20,No prior criminal record detected,64,Suicide Investigation,Tumakuru Sector 4,2026-04-12,Deploy Hoysala patrol unit to Tumakuru Cyber Crime PS and monitor CCTV feeds.
AI03820,KSP/DIS007/2026/03820,Public Disturbance & Miscellaneous Pattern Cluster #1,High match with repeat offender Manjunath Verma,65,Property Disputes,Shivamogga Sector 5,2026-05-13,Deploy Hoysala patrol unit to Shivamogga Traffic PS and monitor CCTV feeds.
AI03821,KSP/DIS008/2026/03821,Public Disturbance & Miscellaneous Pattern Cluster #2,No prior criminal record detected,66,Public Disturbance,Chitradurga Sector 6,2026-06-14,Deploy Hoysala patrol unit to Chitradurga Town PS and monitor CCTV feeds.
AI03822,KSP/DIS009/2026/03822,Narcotics & Contraband Pattern Cluster #3,No prior criminal record detected,67,Synthetic Drugs (MDMA),Davanagere Sector 7,2026-07-15,Deploy Hoysala patrol unit to Davanagere Central PS and monitor CCTV feeds.
AI03823,KSP/DIS010/2026/03823,Violent Crime Pattern Cluster #4,No prior criminal record detected,68,Murder,Mysuru Sector 8,2026-08-16,Deploy Hoysala patrol unit to Mysuru Cyber Crime PS and monitor CCTV feeds.
AI03824,KSP/DIS011/2026/03824,Violent Crime Pattern Cluster #5,High match with repeat offender Praveen Kulkarni,69,Attempt to Murder,Mandya Sector 1,2026-09-17,Deploy Hoysala patrol unit to Mandya Traffic PS and monitor CCTV feeds.
AI03825,KSP/DIS012/2026/03825,Violent Crime Pattern Cluster #6,No prior criminal record detected,70,Assault & Grievous Hurt,Hassan Sector 2,2026-10-18,Deploy Hoysala patrol unit to Hassan Town PS and monitor CCTV feeds.
AI03826,KSP/DIS013/2026/03826,Violent Crime Pattern Cluster #7,No prior criminal record detected,71,Kidnapping,Chamarajanagara Sector 3,2026-11-19,Deploy Hoysala patrol unit to Chamarajanagara Central PS and monitor CCTV feeds.
AI03827,KSP/DIS014/2026/03827,Violent Crime Pattern Cluster #8,No prior criminal record detected,72,Missing Person,Kodagu Sector 4,2026-12-20,Deploy Hoysala patrol unit to Kodagu Cyber Crime PS and monitor CCTV feeds.
AI03828,KSP/DIS015/2026/03828,Property Crime Pattern Cluster #9,High match with repeat offender Vikas Deshmukh,73,Theft,Dakshina Kannada (Mangaluru) Sector 5,2026-01-21,Deploy Hoysala patrol unit to Dakshina Kannada (Mangaluru) Traffic PS and monitor CCTV feeds.
AI03829,KSP/DIS016/2026/03829,Vehicle Theft Pattern Cluster #10,No prior criminal record detected,74,Vehicle Theft,Udupi Sector 6,2026-02-22,Deploy Hoysala patrol unit to Udupi Town PS and monitor CCTV feeds.
AI03830,KSP/DIS017/2026/03830,Property Crime Pattern Cluster #11,No prior criminal record detected,75,Burglary,Uttara Kannada (Karwar) Sector 7,2026-03-23,Deploy Hoysala patrol unit to Uttara Kannada (Karwar) Central PS and monitor CCTV feeds.
AI03831,KSP/DIS018/2026/03831,Property Crime Pattern Cluster #12,No prior criminal record detected,76,Robbery,Belagavi Sector 8,2026-04-24,Deploy Hoysala patrol unit to Belagavi Cyber Crime PS and monitor CCTV feeds.
AI03832,KSP/DIS019/2026/03832,Property Crime Pattern Cluster #13,High match with repeat offender Rohan Gowda,77,Chain Snatching,Dharwad Sector 1,2026-05-25,Deploy Hoysala patrol unit to Dharwad Traffic PS and monitor CCTV feeds.
AI03833,KSP/DIS020/2026/03833,Cyber Crime & Online Fraud Pattern Cluster #14,No prior criminal record detected,78,Cyber Crime,Hubballi City Sector 2,2026-06-26,Deploy Hoysala patrol unit to Hubballi City Town PS and monitor CCTV feeds.
AI03834,KSP/DIS021/2026/03834,Cyber Crime & Online Fraud Pattern Cluster #15,No prior criminal record detected,79,UPI Fraud,Gadag Sector 3,2026-07-27,Deploy Hoysala patrol unit to Gadag Central PS and monitor CCTV feeds.
AI03835,KSP/DIS022/2026/03835,Cyber Crime & Online Fraud Pattern Cluster #16,No prior criminal record detected,80,Online Banking Fraud,Haveri Sector 4,2026-08-28,Deploy Hoysala patrol unit to Haveri Cyber Crime PS and monitor CCTV feeds.
AI03836,KSP/DIS023/2026/03836,Cyber Crime & Online Fraud Pattern Cluster #17,High match with repeat offender Santosh Sharma,81,Identity Theft,Vijayapura Sector 5,2026-09-01,Deploy Hoysala patrol unit to Vijayapura Traffic PS and monitor CCTV feeds.
AI03837,KSP/DIS024/2026/03837,Cyber Crime & Online Fraud Pattern Cluster #18,No prior criminal record detected,82,ATM Fraud,Bagalkote Sector 6,2026-10-02,Deploy Hoysala patrol unit to Bagalkote Town PS and monitor CCTV feeds.
AI03838,KSP/DIS025/2026/03838,Crime Against Women & Children Pattern Cluster #19,No prior criminal record detected,83,Rape,Kalaburagi Sector 7,2026-11-03,Deploy Hoysala patrol unit to Kalaburagi Central PS and monitor CCTV feeds.
AI03839,KSP/DIS026/2026/03839,Crime Against Women & Children Pattern Cluster #20,No prior criminal record detected,84,Sexual Assault,Bidar Sector 8,2026-12-04,Deploy Hoysala patrol unit to Bidar Cyber Crime PS and monitor CCTV feeds.
AI03840,KSP/DIS027/2026/03840,Crime Against Women & Children Pattern Cluster #1,High match with repeat offender Manjunath Khan,85,POCSO,Raichur Sector 1,2026-01-05,Deploy Hoysala patrol unit to Raichur Traffic PS and monitor CCTV feeds.
AI03841,KSP/DIS028/2026/03841,Crime Against Women & Children Pattern Cluster #2,No prior criminal record detected,86,Domestic Violence,Koppal Sector 2,2026-02-06,Deploy Hoysala patrol unit to Koppal Town PS and monitor CCTV feeds.
AI03842,KSP/DIS029/2026/03842,Organized Crime & Extortion Pattern Cluster #3,No prior criminal record detected,87,Illegal Weapons,Yadgir Sector 3,2026-03-07,Deploy Hoysala patrol unit to Yadgir Central PS and monitor CCTV feeds.
AI03843,KSP/DIS030/2026/03843,Narcotics & Contraband Pattern Cluster #4,No prior criminal record detected,88,Drug Trafficking,Ballari Sector 4,2026-04-08,Deploy Hoysala patrol unit to Ballari Cyber Crime PS and monitor CCTV feeds.
AI03844,KSP/DIS031/2026/03844,Organized Crime & Extortion Pattern Cluster #5,High match with repeat offender Praveen Shetty,89,Human Trafficking,Vijayanagara (Hospete) Sector 5,2026-05-09,Deploy Hoysala patrol unit to Vijayanagara (Hospete) Traffic PS and monitor CCTV feeds.
AI03845,KSP/DIS001/2026/03845,Public Disturbance & Miscellaneous Pattern Cluster #6,No prior criminal record detected,90,Gambling,Bengaluru Urban Sector 6,2026-06-10,Deploy Hoysala patrol unit to Bengaluru Urban Central PS and monitor CCTV feeds.
AI03846,KSP/DIS002/2026/03846,Environmental & Forest Crime Pattern Cluster #7,No prior criminal record detected,91,Wildlife Crime,Bengaluru Rural Sector 7,2026-07-11,Deploy Hoysala patrol unit to Bengaluru Rural Central PS and monitor CCTV feeds.
AI03847,KSP/DIS003/2026/03847,Environmental & Forest Crime Pattern Cluster #8,No prior criminal record detected,92,Forest Crime,Ramanagara Sector 8,2026-08-12,Deploy Hoysala patrol unit to Ramanagara Cyber Crime PS and monitor CCTV feeds.
AI03848,KSP/DIS004/2026/03848,Terror & National Security Pattern Cluster #9,High match with repeat offender Vikas Naik,93,Terror Related Activity,Chikkaballapura Sector 1,2026-09-13,Deploy Hoysala patrol unit to Chikkaballapura Traffic PS and monitor CCTV feeds.
AI03849,KSP/DIS005/2026/03849,Economic & White Collar Offence Pattern Cluster #10,No prior criminal record detected,94,Corruption,Kolar Sector 2,2026-10-14,Deploy Hoysala patrol unit to Kolar Town PS and monitor CCTV feeds.
AI03850,KSP/DIS006/2026/03850,Economic & White Collar Offence Pattern Cluster #11,No prior criminal record detected,45,Economic Offence,Tumakuru Sector 3,2026-11-15,Deploy Hoysala patrol unit to Tumakuru Central PS and monitor CCTV feeds.
AI03851,KSP/DIS007/2026/03851,Economic & White Collar Offence Pattern Cluster #12,No prior criminal record detected,46,White Collar Crime,Shivamogga Sector 4,2026-12-16,Deploy Hoysala patrol unit to Shivamogga Cyber Crime PS and monitor CCTV feeds.
AI03852,KSP/DIS008/2026/03852,Organized Crime & Extortion Pattern Cluster #13,High match with repeat offender Rohan Kumar,47,Smuggling,Chitradurga Sector 5,2026-01-17,Deploy Hoysala patrol unit to Chitradurga Traffic PS and monitor CCTV feeds.
AI03853,KSP/DIS009/2026/03853,Organized Crime & Extortion Pattern Cluster #14,No prior criminal record detected,48,Extortion,Davanagere Sector 6,2026-02-18,Deploy Hoysala patrol unit to Davanagere Town PS and monitor CCTV feeds.
AI03854,KSP/DIS010/2026/03854,Organized Crime & Extortion Pattern Cluster #15,No prior criminal record detected,49,Blackmail,Mysuru Sector 7,2026-03-19,Deploy Hoysala patrol unit to Mysuru Central PS and monitor CCTV feeds.
AI03855,KSP/DIS011/2026/03855,Economic & White Collar Offence Pattern Cluster #16,No prior criminal record detected,50,Counterfeit Currency,Mandya Sector 8,2026-04-20,Deploy Hoysala patrol unit to Mandya Cyber Crime PS and monitor CCTV feeds.
AI03856,KSP/DIS012/2026/03856,Economic & White Collar Offence Pattern Cluster #17,High match with repeat offender Santosh Verma,51,Fake Documents,Hassan Sector 1,2026-05-21,Deploy Hoysala patrol unit to Hassan Traffic PS and monitor CCTV feeds.
AI03857,KSP/DIS013/2026/03857,Traffic & Road Incident Pattern Cluster #18,No prior criminal record detected,52,Hit and Run,Chamarajanagara Sector 2,2026-06-22,Deploy Hoysala patrol unit to Chamarajanagara Town PS and monitor CCTV feeds.
AI03858,KSP/DIS014/2026/03858,Traffic & Road Incident Pattern Cluster #19,No prior criminal record detected,53,Road Accident,Kodagu Sector 3,2026-07-23,Deploy Hoysala patrol unit to Kodagu Central PS and monitor CCTV feeds.
AI03859,KSP/DIS015/2026/03859,Public Disturbance & Miscellaneous Pattern Cluster #20,No prior criminal record detected,54,Fire Incident,Dakshina Kannada (Mangaluru) Sector 4,2026-08-24,Deploy Hoysala patrol unit to Dakshina Kannada (Mangaluru) Cyber Crime PS and monitor CCTV feeds.
AI03860,KSP/DIS016/2026/03860,Public Disturbance & Miscellaneous Pattern Cluster #1,High match with repeat offender Manjunath Kulkarni,55,Unknown Dead Body,Udupi Sector 5,2026-09-25,Deploy Hoysala patrol unit to Udupi Traffic PS and monitor CCTV feeds.
AI03861,KSP/DIS017/2026/03861,Public Disturbance & Miscellaneous Pattern Cluster #2,No prior criminal record detected,56,Suicide Investigation,Uttara Kannada (Karwar) Sector 6,2026-10-26,Deploy Hoysala patrol unit to Uttara Kannada (Karwar) Town PS and monitor CCTV feeds.
AI03862,KSP/DIS018/2026/03862,Public Disturbance & Miscellaneous Pattern Cluster #3,No prior criminal record detected,57,Property Disputes,Belagavi Sector 7,2026-11-27,Deploy Hoysala patrol unit to Belagavi Central PS and monitor CCTV feeds.
AI03863,KSP/DIS019/2026/03863,Public Disturbance & Miscellaneous Pattern Cluster #4,No prior criminal record detected,58,Public Disturbance,Dharwad Sector 8,2026-12-28,Deploy Hoysala patrol unit to Dharwad Cyber Crime PS and monitor CCTV feeds.
AI03864,KSP/DIS020/2026/03864,Narcotics & Contraband Pattern Cluster #5,High match with repeat offender Praveen Deshmukh,59,Synthetic Drugs (MDMA),Hubballi City Sector 1,2026-01-01,Deploy Hoysala patrol unit to Hubballi City Traffic PS and monitor CCTV feeds.
AI03865,KSP/DIS021/2026/03865,Violent Crime Pattern Cluster #6,No prior criminal record detected,60,Murder,Gadag Sector 2,2026-02-02,Deploy Hoysala patrol unit to Gadag Town PS and monitor CCTV feeds.
AI03866,KSP/DIS022/2026/03866,Violent Crime Pattern Cluster #7,No prior criminal record detected,61,Attempt to Murder,Haveri Sector 3,2026-03-03,Deploy Hoysala patrol unit to Haveri Central PS and monitor CCTV feeds.
AI03867,KSP/DIS023/2026/03867,Violent Crime Pattern Cluster #8,No prior criminal record detected,62,Assault & Grievous Hurt,Vijayapura Sector 4,2026-04-04,Deploy Hoysala patrol unit to Vijayapura Cyber Crime PS and monitor CCTV feeds.
AI03868,KSP/DIS024/2026/03868,Violent Crime Pattern Cluster #9,High match with repeat offender Vikas Gowda,63,Kidnapping,Bagalkote Sector 5,2026-05-05,Deploy Hoysala patrol unit to Bagalkote Traffic PS and monitor CCTV feeds.
AI03869,KSP/DIS025/2026/03869,Violent Crime Pattern Cluster #10,No prior criminal record detected,64,Missing Person,Kalaburagi Sector 6,2026-06-06,Deploy Hoysala patrol unit to Kalaburagi Town PS and monitor CCTV feeds.
AI03870,KSP/DIS026/2026/03870,Property Crime Pattern Cluster #11,No prior criminal record detected,65,Theft,Bidar Sector 7,2026-07-07,Deploy Hoysala patrol unit to Bidar Central PS and monitor CCTV feeds.
AI03871,KSP/DIS027/2026/03871,Vehicle Theft Pattern Cluster #12,No prior criminal record detected,66,Vehicle Theft,Raichur Sector 8,2026-08-08,Deploy Hoysala patrol unit to Raichur Cyber Crime PS and monitor CCTV feeds.
AI03872,KSP/DIS028/2026/03872,Property Crime Pattern Cluster #13,High match with repeat offender Rohan Sharma,67,Burglary,Koppal Sector 1,2026-09-09,Deploy Hoysala patrol unit to Koppal Traffic PS and monitor CCTV feeds.
AI03873,KSP/DIS029/2026/03873,Property Crime Pattern Cluster #14,No prior criminal record detected,68,Robbery,Yadgir Sector 2,2026-10-10,Deploy Hoysala patrol unit to Yadgir Town PS and monitor CCTV feeds.
